route_name,uri,http_methods,controller_class,controller_method,middleware_resolved,active_backoffice_present,mfa_backoffice_present,log_backoffice_present,role_middleware_active,role_middleware_excluded,permission_middleware,permission_catalog_exists,semantic_permission_available,permission_recommendation,permission_semantically_adequate,policy_class,policy_ability,policy_ability_source,form_request,form_request_authorize,feature_entitlement,feature_required,feature_key,municipality_source,municipal_record_scope,fail_closed_without_municipality,platform_route,municipal_route,mixed_context_route,record_model,operation_type,mfa_sensitive,audit_requirement,audit_implementation,private_data,bounded_context,bounded_context_label,target_sprint,risk,confidence,test_coverage,test_sources,source,migration_recommendation
backoffice.security.privacy.exports.show,backoffice/security/privacy/exports/{dataExportPackage},GET,"App\Http\Controllers\Backoffice\Security\PrivacyController",showExport,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,privacy.export,0,"App\Policies\DataExportPackagePolicy",,missing,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\DataExportPackage",read,1,recommended,unknown,1,administration_security,"Administração e segurança",47A,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:privacy.export;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.purposes.index,backoffice/security/privacy/purposes,GET,"App\Http\Controllers\Backoffice\Security\PrivacyController",purposes,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,privacy.view,0,,,missing,,none,,0,,authenticated_user,candidate,,0,1,0,,read,1,recommended,unknown,1,administration_security,"Administração e segurança",47A,critical,medium,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|permission_catalog,remove_fixed_role;apply_permission:privacy.view;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.purposes.store,backoffice/security/privacy/purposes,POST,"App\Http\Controllers\Backoffice\Security\PrivacyController",storePurpose,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,privacy.create,0,,,missing,"App\Http\Requests\StoreConsentPurposeRequest",custom,,0,,authenticated_user,candidate,,0,1,0,,mutation,1,required,confirmed,1,administration_security,"Administração e segurança",47A,critical,medium,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|permission_catalog,remove_fixed_role;apply_permission:privacy.create;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.purposes.update,backoffice/security/privacy/purposes/{consentPurpose},PUT|PATCH,"App\Http\Controllers\Backoffice\Security\PrivacyController",updatePurpose,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,privacy.update,0,"App\Policies\ConsentPurposePolicy",update,inferred,"App\Http\Requests\UpdateConsentPurposeRequest",inherited,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\ConsentPurpose",mutation,1,required,confirmed,1,administration_security,"Administração e segurança",47A,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:privacy.update;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.requests.assign,backoffice/security/privacy/requests/{dataSubjectRequest}/assign,POST,"App\Http\Controllers\Backoffice\Security\PrivacyController",assignRequest,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\DataSubjectRequestPolicy",view,inferred,"App\Http\Requests\AssignDataSubjectRequestRequest",custom,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\DataSubjectRequest",mutation,1,required,confirmed,1,administration_security,"Administração e segurança",47A,critical,low,route_name_reference,tests/Feature/Sprint18RgpdSecurityAuditTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|existing_test_route_reference,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.requests.complete,backoffice/security/privacy/requests/{dataSubjectRequest}/complete,POST,"App\Http\Controllers\Backoffice\Security\PrivacyController",completeRequest,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\DataSubjectRequestPolicy",view,inferred,"App\Http\Requests\CompleteDataSubjectRequestRequest",custom,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\DataSubjectRequest",mutation,1,required,confirmed,1,administration_security,"Administração e segurança",47A,critical,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.requests.exports.store,backoffice/security/privacy/requests/{dataSubjectRequest}/exports,POST,"App\Http\Controllers\Backoffice\Security\PrivacyController",generateExport,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\DataSubjectRequestPolicy",view,inferred,"App\Http\Requests\GenerateDataExportPackageRequest",custom,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\DataSubjectRequest",mutation,1,required,confirmed,1,administration_security,"Administração e segurança",47A,critical,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.requests.index,backoffice/security/privacy/requests,GET,"App\Http\Controllers\Backoffice\Security\PrivacyController",requests,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,privacy.view,0,,,missing,,none,,0,,authenticated_user,candidate,,0,1,0,,read,1,recommended,unknown,1,administration_security,"Administração e segurança",47A,critical,medium,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|permission_catalog,remove_fixed_role;apply_permission:privacy.view;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.requests.reject,backoffice/security/privacy/requests/{dataSubjectRequest}/reject,POST,"App\Http\Controllers\Backoffice\Security\PrivacyController",rejectRequest,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,privacy.reject,0,"App\Policies\DataSubjectRequestPolicy",update,inferred,"App\Http\Requests\RejectDataSubjectRequestRequest",custom,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\DataSubjectRequest",mutation,1,required,confirmed,1,administration_security,"Administração e segurança",47A,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:privacy.reject;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.requests.show,backoffice/security/privacy/requests/{dataSubjectRequest},GET,"App\Http\Controllers\Backoffice\Security\PrivacyController",showRequest,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,privacy.view,0,"App\Policies\DataSubjectRequestPolicy",view,inferred,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\DataSubjectRequest",read,1,recommended,unknown,1,administration_security,"Administração e segurança",47A,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:privacy.view;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.requests.store,backoffice/security/privacy/requests,POST,"App\Http\Controllers\Backoffice\Security\PrivacyController",storeRequest,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,privacy.create,0,,,missing,"App\Http\Requests\StoreDataSubjectRequestRequest",custom,,0,,authenticated_user,candidate,,0,1,0,,mutation,1,required,confirmed,1,administration_security,"Administração e segurança",47A,critical,medium,route_name_reference,tests/Feature/Sprint18RgpdSecurityAuditTest.php,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|form_request_reflection|permission_catalog|existing_test_route_reference,remove_fixed_role;apply_permission:privacy.create;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.retention-executions.approve,backoffice/security/privacy/retention-executions/{retentionExecution}/approve,POST,"App\Http\Controllers\Backoffice\Security\PrivacyController",approveRetention,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,privacy.approve,0,"App\Policies\RetentionExecutionPolicy",,missing,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\RetentionExecution",mutation,1,required,confirmed,1,administration_security,"Administração e segurança",47A,critical,high,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery|permission_catalog,remove_fixed_role;apply_permission:privacy.approve;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.retention-executions.run,backoffice/security/privacy/retention-executions/{retentionExecution}/run,POST,"App\Http\Controllers\Backoffice\Security\PrivacyController",runRetention,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,0,0,,0,"App\Policies\RetentionExecutionPolicy",view,inferred,,none,,0,,authenticated_user_and_route_bound_record,missing,0,0,1,0,"App\Models\RetentionExecution",mutation,1,required,confirmed,1,administration_security,"Administração e segurança",47A,critical,low,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|policy_discovery,remove_fixed_role;define_semantic_permission;enforce_municipal_scope;preserve_active_mfa_log;add_http_security_tests
backoffice.security.privacy.retention.index,backoffice/security/privacy/retention,GET,"App\Http\Controllers\Backoffice\Security\PrivacyController",retention,"web|auth|role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor|active.backoffice|mfa.backoffice|log.backoffice",1,1,1,"role:administrator,municipal_technician,jury,financial_manager,maintenance_manager,auditor",,,1,1,privacy.view,0,,,missing,,none,,0,,authenticated_user,candidate,,0,1,0,,read,1,recommended,unknown,1,administration_security,"Administração e segurança",47A,critical,medium,not_detected,,laravel_route_collection|resolved_middleware|controller_reflection|controller_source|permission_catalog,remove_fixed_role;apply_permission:privacy.view;preserve_active_mfa_log;add_http_security_tests
